screen_name	user_id	tweet_count	story_count	stories_comma_separated
TrayneshaCole	4859142199	11	9	593993602,7651063785,6871032876,883921250,868999950,6551062352,2241098100,3151097464,8231029693
MarissaImStrong	1681425248	13	9	460819792,8781153712,781754897,5731267571,8281346356,469907255,5581300504,781893945,485905725
RH0lbr00k	1662779209	22	9	5111266657,227434242,635471587,781754897,2471171631,472472177,527932195,9171164536,6331166364
cookiiieeessss	1711063908	10	9	269825728,527932195,6481127759,782947185,685817619,5331020918,523822204,8231029693,4471091166
patriototus	3969530725	13	9	593993602,924795372,548976621,7701031888,1801131186,746974770,7991119764,913793714,498989151
MrMoraan	1517678892	8	8	4091283718,4251092648,746974770,8381225301,9031282968,1501232634,8231029693,5131239230
melanymelanin	1655194147	8	8	9101351936,190816579,4091283718,3941207982,8781153712,4881270967,9031282968,8701316574
JeanneMccarthy0	1656685598	13	8	227434242,635471587,323528839,875529390,472472177,781754897,469907255,485905725
DaileyJadon	1657694515	14	8	6781268418,579566724,9911201671,5601309129,4881270967,482567276,6611310995,470565783
GwennyThot	1677048979	9	8	6781268418,3991299972,9871042182,3571040642,9151345423,8281346356,4881270967,277918876
Jani_s_Jac	1716228906	9	8	9101351936,6781268418,190816579,2981334694,9871042182,679877895,5581300504,1501232634
mrclydepratt	1768259989	11	8	269825728,190816579,781754897,3791275633,6141308958,5581300504,8281280409,8701316574
DrMichaelGarcia	1859674386	8	8	9511162912,190816579,9491237221,7651209263,3011208818,8991220611,8411192345,5131239230
RyanMaxwell_1	1868981054	12	8	635471587,781754897,4251092648,976845929,472472177,681814133,186854649,368669340
heyits_toby	2540882036	9	8	6201354378,732852332,781754897,8281346356,7641344150,354908276,3911263100,8701316574
JudeLambertUSA	2587100717	19	8	5111266657,8021262180,8501356328,4881270967,781754897,5081349527,9891151419,3911263100
Aldrich420	3083086600	11	8	8281346356,7641344150,4881270967,5581300504,256671348,455499898,3911263100,1121341533
Hollydler	3083844539	13	8	6831193826,9491237221,323528839,875529390,8281346356,7641344150,5581300504,8411192345
WorldOfHashtags	3438999494	10	8	1101160992,424876288,6781268418,4251092648,9541075402,9291296558,4171202646,2531236600
KarenParker93	1659753702	13	8	7311276930,3991299972,323528839,875529390,460819792,256671348,805815860,4131163483
BrianTheLifter	1675280893	8	8	6781268418,4091283718,9871042182,5601309129,2931333218,6611310995,9031282968,5651330329
JerStoner	1683608846	8	8	6781268418,190816579,9181303763,5581300504,8281280409,523822204,6141308958,773807903
QueennArielle	1688003786	8	8	190816579,9871042182,405962536,7651063785,915960396,511959890,493963894,4471091166
JohnnyMarch_	1695671640	9	8	163984321,3571040642,190816579,9871042182,6481127759,746974770,523822204,4471091166
SCOTTGOHARD	100345056	15	7	4421125761,408828994,452697862,3791275633,991629425,341701854,341284159
Beckster319	247165706	7	7	9691358304,7911363649,9251362850,5851211880,3051429728,681814133,155892608
WesternWindWes	1649144358	9	7	5081132518,323528839,875529390,6611310995,944827252,2001329271,5581300504
CynthiaMHunter	1651693646	16	7	635471587,781754897,6481194123,472472177,1731254539,3911263100,3771181567
acejinev	1652138929	8	7	3571040642,3991299972,9871042182,4251092648,7651063785,5671331212,746974770
AntonHayHay	1652262638	7	7	190816579,6611196295,9151345423,9181303763,5081349527,8411192345,773807903
JaydaAstonishin	1653553555	8	7	190816579,9871042182,5261286863,9181303763,8381225301,7771229726,5731267571
SamirGooden	1672624255	7	7	9691358304,5111266657,9871042182,5251195721,8231029693,5131239230,3771181567
ChadSloyer	1676377446	7	7	190816579,9871042182,8981294705,5581300504,9031282968,8231029693,5131239230
PeytonCashOut	1682444790	9	7	3571040642,474789348,804985321,3461295822,9181303763,8281346356,739465939
OneMightyFish	1715190968	7	7	5831261923,8021262180,3941207982,9151345423,8781153712,7811248759,3911263100
JadonHutchinson	2492948562	7	7	6831193826,190816579,4091283718,679877895,6871032876,4881270967,3651214687
PaolaKinck	2535166748	14	7	1101160992,781754897,860874539,3791275633,4781158362,4131163483,8701316574
heyheyhailey	2535218881	11	7	9911201671,117190540,205301584,2531236600,254300507,756303805,2851245311
Stanley_Cox_	2540758755	9	7	635471587,242805349,293833193,472472177,961964277,5581300504,8701316574
LoraGreeen	2569229674	17	7	9911201671,5601309129,3791275633,6611310995,2851245311,6141308958,6281104543
ChrixMorgan	2882350436	8	7	1101160992,6781268418,2941038179,614391652,487991499,117190540,128136504
RichmondVoice	3080829096	7	7	190816579,474789348,125711301,599826954,2941038179,944827252,186854649
blackmattersus	3978316814	10	7	155892608,518978191,7371058705,9471197686,488830365,2181064542,3061364447
FightM_D_B	1645969141	9	7	163984321,4251092648,228344336,782947185,746974770,277918876,4471091166
hollandpatrickk	1646999972	7	7	323802689,8281346356,7641344150,5081349527,5581300504,3911263100,8701316574
WillisBonnerr	1680366068	8	7	9101351936,190816579,936813403,6871032876,6431306691,4881270967,3031279483
LazyKStafford	2533221819	9	7	323528839,9291296558,228344336,781754897,875529390,1121341533,989342175
RealTEN_GOP	4224912857	11	7	323802689,3571040642,4251092648,7781170412,7621073779,3741049500,9521177854
erdollum	723434980177633280	11	7	4421125761,2941038179,4251092648,7651063785,4841101231,1791103898,2181064542
BerlinBote	725305686989656064	7	7	8211121472,7561117219,9241111820,5541371181,8781153712,5581300504,9381090457
Jery_RobertsYo	1594887416	6	6	190816579,5131239230,6141308958,523822204,8231029693,2181064542
LILJordamn	1612106972	7	6	5111266657,6781268418,190816579,7651063785,6871032876,3671289681
EliasBrick	1665377383	7	6	2181027300,8781153712,781754897,2181064542,8231029693,5131239230
BLMSoldier	1685173321	6	6	3571040642,804985321,2801235986,5261047413,523822204,5131239230
RandolphBurrr	1699979024	9	6	2181027300,9871042182,5601309129,6611310995,739465939,2181064542
ZzzacharyZzz	1701955429	6	6	163984321,527932195,679877895,782947185,739465939,8231029693
IIddaaMarks	1716561367	9	6	527932195,9871042182,782947185,8281346356,4881270967,4471091166
HunterOddddom	1720981580	6	6	9101351936,2011273120,190816579,9181303763,7811248759,3031279483
OGDeandre	1856828959	7	6	6501369152,9871042182,3341321770,8281346356,4881270967,5131239230
PatriotRaphael	2590038478	16	6	2931333218,653841923,472472177,781754897,635471587,5651330329
BGarner2107	2732675512	10	6	3791275633,4881270967,2531236600,5191199769,6141308958,2851245311
PriceForPierce	3084088366	10	6	805815860,781754897,256671348,4881270967,8281346356,639546907
4MySquad	4036537452	12	6	155892608,190816579,900779460,523822204,348844669,773807903
BlackNewsOutlet	4301962823	7	6	155892608,6781268418,190816579,366800199,460819792,936813403
JohnieVOGUE	1653393446	8	6	9871042182,8781153712,782947185,746974770,8231029693,4471091166
maymaymyy	1654347974	8	6	6781268418,6431306691,4251092648,782947185,527932195,4471091166
JeaNuttella	1655815544	6	6	190816579,4651318812,3341321770,523822204,8701316574,8781320799
FinnaGlo	1663583694	6	6	3571040642,190816579,782947185,277918876,4471091166,3771181567
BrentMcclure275	1873206768	6	6	7311276930,3671289681,685817619,5261047413,5651330329,8701316574
berkhoff85	714720908821327872	15	6	4251092648,5091099625,8781153712,5351136853,1791103898,6281104543
mtthsberger	718340894529822720	15	6	4251092648,5091099625,8781153712,5351136853,7651063785,2181064542
CharlesJHarper	1532863891	5	5	2531236600,3791275633,482567276,579566724,470565783
PaulineTT	1617939218	5	5	190816579,523822204,8231029693,9871042182,4881270967
ImaPharrelFake	1648012021	6	5	8281280409,354908276,2181064542,5131239230,4091283718
IlikeBIGbuttand	1650681522	18	5	2851245311,6281104543,527932195,6141308958,9911201671
iLoveSarahRich	1660375034	6	5	190816579,3031279483,523822204,8231029693,2181064542
PamBLMDaniels	1666030405	6	5	3031279483,8281280409,5731267571,9871042182,6481127759
ravenicholson	1914760610	6	5	9691358304,923508292,9471197686,5131239230,930507189
interFischer	2498271878	7	5	5111266657,186854649,8281346356,7641344150,781754897
DevineDevinBr	3084866039	5	5	781754897,1241264386,835557702,961964277,8701316574
GallowayEliana	1504356343	6	5	8781153712,7651063785,3571040642,9871042182,6481127759
BigSeanBeast	1621376306	5	5	9691358304,685817619,5731267571,5261047413,8701316574
JohnBranchh	1657753759	7	5	4251092648,8781153712,227434242,7651063785,782947185
DamaniMiles	1660804459	5	5	7371058705,190816579,679877895,523822204,6481127759
March_for_Trump	737420000043139072	5	5	3911263100,5831261923,8021262180,2101059873,4231198553
nj_blacknews	4233777387	8	5	812975985,366800199,190816579,523822204,773807903
chrisuport_port	733273388836347904	12	5	4251092648,1791103898,1491133308,5351136853,6131415509
lukas_rosler	716919079597182976	5	5	4161165530,5091099625,1791103898,5071416819,5351136853
darknally	1039581360	5	4	395211129,914319394,4161165530,341284159
BigBoyJasiah	1584279696	4	4	7371058705,7311276930,936813403,3771181567
staywoke88	1651692980	4	4	773807903,8281346356,2181064542,5261286863
IMissObama	1656024374	4	4	3031279483,6611196295,4091283718,4881270967
TravisRespek	1658440730	5	4	781754897,8231029693,9871042182,5081238399
Gab1Aldana	1674083671	22	4	527932195,9911201671,614391652,2851245311
ArchieOlivers	1686370159	12	4	4251092648,781754897,227434242,5081132518
Kelvin_Chambers	1695830984	5	4	460819792,781754897,8281346356,242805349
MelvinSRoberts	1727482238	15	4	2851245311,9911201671,6281104543,4881270967
brianaregland	1868496344	5	4	4231198553,190816579,1011247508,1091243197
Jasper_Fly	2533001646	4	4	2531236600,6781268418,6281104543,4881270967
pureDavie	2620869737	10	4	914319394,9911201671,2981138236,2471171631
todayinsyria	3899481526	5	4	9101351936,722797242,462776628,961964277
Blk_Voice	4217244274	5	4	1731254539,804985321,5961004899,487991499
SusaYung	1527133837	12	4	7651063785,190816579,523822204,5261047413
KaydenMelton	1647637538	4	4	227434242,2181064542,8231029693,9871042182
AdrGreerr	1660186831	5	4	190816579,523822204,5261047413,4881270967
KenCannone	1696996141	6	4	1101160992,6781268418,4781158362,9911201671
CoryNaeNae	1863956756	5	4	253665880,781754897,190816579,523822204
Pati_Cooper	1882324014	6	4	781754897,227434242,256671348,186854649
Luke_Jones13	4209684039	8	4	3771110865,7991119764,4601135198,5081132518
MeggieONeil	1625965398	4	4	228344336,6781268418,989342175,6281104543
zubovnik	2589513234	5	4	366952536,532708620,2941038179,462776628
inst_vets	703670485859614720	5	4	7651063785,593993602,3571040642,9871042182
Jihadist2ndWife	719281218965999616	5	4	7701031888,7651063785,7841015930,4831057579
lagonehoe	1510488662	4	3	253665880,7561244475,474789348
YouJustCtrlC	1513801268	10	3	228344336,7391284174,4881270967
RamonasNails	1620474397	3	3	8781153712,6431306691,5081238399
HiImKhloe	1649487510	3	3	936813403,190816579,523822204
Siccerthanyou	1670318690	3	3	9871042182,4471091166,8231029693
RegieBlackmon	1691736218	3	3	9871042182,2181064542,7811248759
razvedchica_	2514979491	3	3	3591233827,8381225301,3941207982
traceyhappymom	2531159968	8	3	2851245311,527932195,9911201671
dannythehappies	2536146374	9	3	9521177854,824660582,9911201671
hipppo_	2572092279	6	3	2531236600,2851245311,9911201671
CassieWeltch	2589353987	5	3	323528839,875529390,9911201671
JarrardNorman	2604334823	11	3	323528839,875529390,9911201671
ItsTimeToSecede	4271904983	4	3	4231198553,4171202646,9471197686
ClayPaigeBoo	1626302035	3	3	269825728,474789348,9871042182
janelperkinson	1706657124	5	3	4251092648,782947185,4471091166
BriceGeller	1850866398	4	3	190816579,523822204,5261047413
CliftonHughes_	2491401030	3	3	4251092648,523822204,5331020918
DominicValent	2573225349	14	3	6781268418,527932195,9911201671
Patriot_Archive	4103087435	3	3	113885811,487991499,498989151
MaxDementiev	2808833544	7	3	738739579,2941038179,4841101231
riafanru	2570574680	6	3	2941038179,684890843,961964277
instotus	3989295372	4	3	366952536,746974770,593993602
WhiteHouseCards	731123255457816577	4	3	8211121472,4831057579,7991119764
PolitOpros	2534367226	3	3	7811248759,284282902,4841101231
skatewake1994	249538861	2	2	6851392731,3991393206
CurtisBigMan	1668307436	10	2	2851245311,9911201671
RosieOnFleek	1680578719	2	2	3791275633,781754897
CornellBurchet	1692501152	2	2	3571040642,190816579
BrucieDublin	2532597577	2	2	2531236600,2851245311
KathieMrr	2532611755	10	2	9911201671,2851245311
holycrapchrix	2540596597	14	2	5191199769,9911201671
mr_clampin	2541945841	2	2	914319394,9521177854
Aiden7757	2570250275	8	2	4131163483,9911201671
brightandglory	2668171329	10	2	9911201671,2851245311
cascaseyp	2742482932	10	2	2531236600,9911201671
taraformation	1534083420	2	2	9511162912,2441041776
TessyElmore	1660183028	2	2	781754897,685817619
JohnieBoyCooks	1668314575	2	2	190816579,6871032876
AdamChapmanJR	1670762347	3	2	936813403,9871042182
WokeFromDay1	1678552327	2	2	3571040642,474789348
RobertEbonyKing	1691000604	2	2	6781268418,190816579
aantiracist	1709314117	2	2	804985321,5261047413
coldwar20_ru	2351739462	2	2	366952536,519231972
DickyIrwin	2598367019	9	2	9911201671,2851245311
blacneighbor	4289925109	2	2	474789348,318851454
GlobalFoe	4444330996	2	2	684890843,805815860
bydrbre_	735790317048344576	2	2	7171400497,7811248759
internalmemer	747344250895884290	2	2	3991299972,3711281358
maximgaron1	3906961827	2	2	722797242,944827252
Williams_Diana_	703303258476036096	2	2	7551081130,2241098100
KadirovRussia	449689677	1	1	519231972
Adrienne_GG	1657833811	10	1	9911201671
claudia42kern	1664988493	1	1	2531236600
ArturBuranof	2233297178	1	1	8361204761
Kotovamarys	2494509505	1	1	5731267571
ponomarevSlav	2524942055	1	1	8381225301
VasilichVasili	2528245959	1	1	5731267571
CalebPaar	2535353390	3	1	9911201671
toneporter	2571997365	4	1	9911201671
Sergeev_Tolik	2575471053	1	1	8381225301
Bocharnikov_V	2586491520	1	1	7811248759
dontshootcom	4856706634	1	1	9511162912
NotBallinYet	1623062953	1	1	474789348
CharlesRespeck	1649652192	1	1	5261047413
HellieEdwards	1650310652	7	1	9911201671
SincerePruitt	1655288160	1	1	6871032876
NehemiahX	1685229229	1	1	679877895
BigBoySneed	1868810166	2	1	190816579
NotRitaHart	2496599688	1	1	2851245311
abigailssilk	2534421182	1	1	6781268418
JmsCoxxx	2580516159	1	1	3791275633
JacksonCityPost	3081110164	1	1	155892608
LysikVinkova	2579089021	1	1	8381225301
anzgri	87588938	1	1	5051269393
PeeOnHillary	748464969008680963	1	1	7991119764
RUS_IN_USA	762948178178150400	1	1	3341321770
